as_of,future_observations,last_modelled_week,raw_phase,official_phase,phase_status,activity_level,activity_momentum,negative_level_domains,negative_momentum_domains,positive_momentum_domains,confirming_domains,concentration,dominant_domain,labor_stress_level,labor_stress_momentum,recession_alert,recession_alert_character,evidence_quality_high,phase_separation,confirmation_pending,filtered_winner,contraction_evidence,alert_evidence,information_lag_weeks,weeks_since_any_new_observation,fresh_coincident_domains,stale_domains,carried_forward_domains,withheld,raw_recovery,filtered_recovery,raw_expansion,filtered_expansion,raw_slowdown,filtered_slowdown,raw_contraction,filtered_contraction,age_production,arrived_production,age_employment,arrived_employment,age_real_income,arrived_real_income,age_consumption,arrived_consumption,age_labor_stress,arrived_labor_stress,latest_observation_PAYEMS,latest_observation_W875RX1,latest_observation_INDPRO,latest_observation_CMRMTSPL,latest_observation_RRSFS,latest_observation_ICSA,latest_observation_CCSA
2024-06-07,0,2024-06-07,slowdown,slowdown,official,-0.1442681418382325,-0.17766821486082132,2,0,0,2,0.31213497587461647,consumption,0.13227647591396363,-0.2525508385156996,none,absent,False,0.46683062772758777,0,slowdown,0.07127662320163711,0.19292679712325583,0,0,4,,4,0,0.2446583944020195,0.06767553865546896,0.30623802720293875,0.23274677155114584,0.4491025997614642,0.6995773992787336,9.78633577608078e-07,2.905146515795289e-07,7.0,0,4.0,0,5.0,0,7.0,0,0.0,1,2024-05-01,2024-04-01,2024-04-01,2024-03-01,2024-04-01,2024-06-01,2024-05-25
2024-06-14,0,2024-06-14,slowdown,slowdown,official,-0.1529528868667419,-0.20158487152928722,2,0,0,2,0.3166460821649839,consumption,0.07439722313323172,-0.37213412185802913,none,absent,False,0.48418831068978263,0,slowdown,0.09870056489526997,0.23935059734795408,0,0,4,,4,0,0.24485314625672316,0.06799570395246729,0.2950722430341556,0.22390784876292877,0.46007363129653633,0.7080961594527114,9.794125850268926e-07,2.878318926366191e-07,8.0,0,5.0,0,6.0,0,8.0,0,0.0,1,2024-05-01,2024-04-01,2024-04-01,2024-03-01,2024-04-01,2024-06-08,2024-06-01
2024-06-21,0,2024-06-21,slowdown,slowdown,official,-0.10758444011371023,-0.14083160752482374,2,1,1,2,0.3008832245251446,consumption,0.008661022508650362,-0.5591419688636233,none,absent,False,0.3477785708290903,0,slowdown,0.13178185095302047,0.22360930573381185,0,0,4,,4,0,0.24999976744207678,0.08682140221742686,0.30806886814722256,0.28269988185770917,0.4419304341790079,0.6304784526867995,9.302316928077275e-07,2.6323806460155045e-07,5.0,0,6.0,0,7.0,0,5.0,0,0.0,1,2024-05-01,2024-04-01,2024-05-01,2024-03-01,2024-05-01,2024-06-15,2024-06-08
2024-06-28,0,2024-06-28,slowdown,slowdown,official,-0.11518996139437092,-0.06659412329775509,2,1,2,2,0.3535737024045062,consumption,-0.03457693863905719,-0.7353970061447753,none,absent,False,0.13926018123734202,0,slowdown,0.16102090452127205,0.19969134583066106,0,0,4,,4,0,0.262856902530832,0.11268104059327196,0.33720381535977856,0.37402926652543284,0.39993836782451114,0.5132894477627749,9.142848783681113e-07,2.4511852030443396e-07,6.0,0,7.0,0,4.0,0,6.0,0,0.0,1,2024-05-01,2024-05-01,2024-05-01,2024-04-01,2024-05-01,2024-06-22,2024-06-15
2024-07-05,0,2024-07-05,slowdown,slowdown,official,-0.13948244058702114,-0.06494270040558743,2,1,2,2,0.35840666510331853,consumption,-0.07476886167730351,-0.7201958834391134,none,absent,False,0.20535743674571993,0,slowdown,0.163296874316403,0.20036333847864174,0,0,4,,4,0,0.262856902530832,0.10506292932943284,0.3379780481967673,0.3447896883378936,0.3991641349875223,0.5501471250836135,9.142848783681113e-07,2.5724906012583546e-07,7.0,0,3.0,0,5.0,0,7.0,0,0.0,1,2024-06-01,2024-05-01,2024-05-01,2024-04-01,2024-05-01,2024-06-29,2024-06-22
2024-07-12,0,2024-07-12,slowdown,slowdown,official,-0.13173855738037776,-0.03594263054160294,2,1,2,2,0.36144588065151995,consumption,-0.042774310819288806,-0.575195534119191,none,absent,False,0.1695157654629439,0,slowdown,0.1350148185063394,0.15079388460416634,0,0,4,,4,0,0.262856902530832,0.10899130341119595,0.3516122645066509,0.36074633605091366,0.38552991867763875,0.5302621015138576,9.142848783681113e-07,2.590240328900871e-07,8.0,0,4.0,0,6.0,0,8.0,0,0.0,1,2024-06-01,2024-05-01,2024-05-01,2024-04-01,2024-05-01,2024-07-06,2024-06-29
2024-07-19,0,2024-07-19,expansion,expansion,official,-0.03088868190702817,0.31671932450049295,2,0,2,2,0.2998056462524471,consumption,-0.0664867105644525,-0.5664970193520816,none,absent,False,0.693156742523046,0,expansion,0.12186815621417885,0.12234409399576876,0,0,4,,4,0,0.24506480331410194,0.10893424833191062,0.5445825623019811,0.8020909908549567,0.2103517225148813,0.088974655591402,9.118690355873561e-07,1.0522173067297419e-07,4.0,0,5.0,0,7.0,0,4.0,0,0.0,1,2024-06-01,2024-05-01,2024-06-01,2024-04-01,2024-06-01,2024-07-13,2024-07-06
2024-07-26,0,2024-07-26,expansion,expansion,official,-0.018468872351827675,0.47915008351103516,2,0,3,2,0.25066140818186994,real_income,-0.07739591170390889,-0.5037813462391794,none,absent,True,0.6818081299300301,0,expansion,0.1079531456226813,0.1079531456226813,0,0,4,,4,0,0.2927528027639712,0.13473263359464252,0.563647713264844,0.8165407635246726,0.14359859567648842,0.0487265102253557,8.882946965711101e-07,9.265532909080869e-08,5.0,0,6.0,0,3.0,0,5.0,0,0.0,1,2024-06-01,2024-06-01,2024-06-01,2024-05-01,2024-06-01,2024-07-20,2024-07-13
2024-08-02,0,2024-08-02,expansion,expansion,official,-0.04134201001106933,0.39698108072204424,2,1,3,3,0.25537761500499845,real_income,-0.10338524936393194,-0.5667871885024928,none,absent,True,0.5974352336836843,0,expansion,0.12145439753624845,0.12145439753624845,0,0,4,,4,0,0.3084187329305346,0.16520948952688896,0.50790408457173,0.7626447232105733,0.18367627097696954,0.07214567315876431,9.115207658494068e-07,1.1410377328203756e-07,6.0,0,3.0,0,4.0,0,6.0,0,0.0,1,2024-07-01,2024-06-01,2024-06-01,2024-05-01,2024-06-01,2024-07-27,2024-07-20
2024-08-09,0,2024-08-09,expansion,expansion,official,-0.04551868555935098,0.40995877838905914,2,1,3,3,0.2526892431997848,real_income,-0.13146542839270042,-0.4995140151661312,none,absent,True,0.5743083462935811,0,expansion,0.10703871753559954,0.10703871753559954,0,0,4,,4,0,0.3197339659684806,0.17835373788375639,0.5039714449994833,0.7526620841773375,0.17629367819773478,0.06898406053397893,9.108343013896199e-07,1.1740492721424654e-07,7.0,0,4.0,0,5.0,0,7.0,0,0.0,1,2024-07-01,2024-06-01,2024-06-01,2024-05-01,2024-06-01,2024-08-03,2024-07-27
2024-08-16,0,2024-08-16,expansion,expansion,official,-0.1457806919870421,0.06175973594707803,2,2,2,4,0.33395258382983833,real_income,-0.0954797419963436,-0.2596554495564188,none,absent,False,0.04808675056549139,0,expansion,0.3297277239480384,0.0756992854317522,0,0,4,,4,0,0.26392857604685416,0.14250568132903293,0.37143481466570094,0.45279041758287614,0.3646356912750065,0.40470366701738475,9.180124384238406e-07,2.3407070615314337e-07,4.0,0,5.0,0,6.0,0,4.0,0,0.0,1,2024-07-01,2024-06-01,2024-07-01,2024-05-01,2024-07-01,2024-08-10,2024-08-03
2024-08-23,0,2024-08-23,expansion,expansion,official,-0.14553493348852625,0.07986707410655638,2,2,2,4,0.33375254460757336,real_income,-0.09562522996034738,-0.1562948612018619,none,absent,False,0.07655280500588169,0,expansion,0.30747520202811346,0.05241310342603846,0,0,4,,4,0,0.2642424907649357,0.14036646057735983,0.3798058810937243,0.46809305664396245,0.3559507090370243,0.39154025163808076,9.191043157041243e-07,2.311405970136873e-07,5.0,0,6.0,0,7.0,0,5.0,0,0.0,1,2024-07-01,2024-06-01,2024-07-01,2024-05-01,2024-07-01,2024-08-17,2024-08-10
2024-08-30,0,2024-08-30,slowdown,slowdown,official,-0.1180779280692394,0.013628485488599112,2,2,1,4,0.34347492858989853,real_income,-0.055816555562255926,0.044783480772825755,none,absent,False,0.1787132023217491,0,slowdown,0.26560400242806775,0.021847426874574735,0,0,4,,4,0,0.25022834052180076,0.10435099397079436,0.35525111177991037,0.358467770695374,0.3945196166160916,0.5371809730171231,9.310821972904214e-07,2.6231670864787364e-07,6.0,0,7.0,0,4.0,0,6.0,0,0.0,1,2024-07-01,2024-07-01,2024-07-01,2024-06-01,2024-07-01,2024-08-24,2024-08-17
2024-09-06,0,2024-09-06,slowdown,slowdown,official,-0.13545807591116452,-0.01409407458961481,2,2,1,4,0.36338386382755994,real_income,-0.03339967348797319,0.021744983794998517,none,absent,False,0.24434708905227231,0,slowdown,0.2770840041756051,0.02486866342183733,0,0,4,,4,0,0.24976382611040732,0.09449524112531472,0.34221588964277555,0.33057870284947144,0.4080193548930456,0.5749257919017438,9.293537715736086e-07,2.641234701241646e-07,7.0,0,4.0,0,5.0,0,7.0,0,0.0,1,2024-08-01,2024-07-01,2024-07-01,2024-06-01,2024-07-01,2024-08-31,2024-08-24
2024-09-13,0,2024-09-13,slowdown,slowdown,official,-0.13692691150406683,-0.008265005563002567,2,2,1,4,0.3622133915058111,real_income,-0.04074385145248483,0.06504409790317829,none,absent,False,0.22896864477048812,0,slowdown,0.27588948916751416,0.025206858395471498,0,0,4,,4,0,0.24986134353471778,0.09495594573882668,0.3449524275347119,0.33803757341367674,0.40518529921394314,0.5670062181841649,9.297166271059266e-07,2.626633316985938e-07,8.0,0,5.0,0,6.0,0,8.0,0,0.0,1,2024-08-01,2024-07-01,2024-07-01,2024-06-01,2024-07-01,2024-09-07,2024-08-31
2024-09-20,0,2024-09-20,slowdown,slowdown,official,-0.09705278229400388,-0.012799054007236615,2,1,1,3,0.3390659614707225,real_income,-0.005769226820229898,0.17051115386549157,none,absent,False,0.23548884014955307,0,slowdown,0.008525158053598365,0.016717476098337312,0,0,4,,4,0,0.25660314894822445,0.09317861936898685,0.3521806746041677,0.33566613151026203,0.3912152216451932,0.5711549716598151,9.548024146910675e-07,2.7746093599765065e-07,4.0,0,6.0,0,7.0,0,4.0,0,0.0,1,2024-08-01,2024-07-01,2024-08-01,2024-06-01,2024-08-01,2024-09-14,2024-09-07
2024-09-27,0,2024-09-27,slowdown,slowdown,official,0.14640470804335076,-0.03362633164948725,0,2,1,2,0.5071325820628287,employment,0.02507385672293071,0.31849655030832336,none,absent,False,0.40045124680541205,0,slowdown,0.15788592838212814,0.01447364785456265,0,0,4,,4,0,0.24943786816990074,0.07074466970281217,0.33306884477689014,0.26440190101789646,0.4174923589123043,0.6648531478233085,9.281409048182353e-07,2.814559827939418e-07,5.0,0,7.0,0,4.0,0,5.0,0,0.0,1,2024-08-01,2024-08-01,2024-08-01,2024-07-01,2024-08-01,2024-09-21,2024-09-14
2024-10-04,0,2024-10-04,expansion,slowdown,official,0.1387716350723166,0.12568426253304135,0,1,1,1,0.48631361807546086,employment,0.03387649651580135,0.41618837571647505,none,absent,False,0.21311839905961216,2,expansion,0.0,0.0,0,0,4,,4,0,0.24999976744207678,0.10911366038668852,0.4348618752556557,0.5520022622549383,0.3151374270705746,0.33888386319532615,9.302316928077275e-07,2.141630470252958e-07,6.0,0,3.0,0,5.0,0,6.0,0,0.0,1,2024-09-01,2024-08-01,2024-08-01,2024-07-01,2024-08-01,2024-09-28,2024-09-21
2024-10-11,0,2024-10-11,expansion,expansion,official,0.12619106421717624,0.07823774906004169,0,1,1,1,0.48778246132119746,employment,-0.029344265210035598,0.16626567415136073,none,absent,False,0.24225054722979883,0,expansion,0.0,0.0016929383775020537,0,0,4,,4,0,0.2499997674420768,0.11763461439762013,0.41245965472930446,0.5623078677230281,0.337539647596926,0.32005732049322927,9.302316928077276e-07,1.9738612246014063e-07,7.0,0,4.0,0,6.0,0,7.0,0,0.0,1,2024-09-01,2024-08-01,2024-08-01,2024-07-01,2024-08-01,2024-10-05,2024-09-28
2024-10-18,0,2024-10-18,slowdown,slowdown,official,0.06390757731292798,-0.05990564537110053,0,1,1,1,0.631202216306052,employment,-0.08590310860910955,0.02051938686932479,none,absent,False,0.12302900008228584,0,slowdown,0.0,0.03670615833621928,0,0,4,,4,0,0.2499997674420768,0.10440575773590237,0.34627738877498604,0.38628249908162376,0.4037219135512444,0.5093114991639096,9.302316928077276e-07,2.4401856430575916e-07,4.0,0,5.0,0,7.0,0,4.0,0,0.0,1,2024-09-01,2024-08-01,2024-09-01,2024-07-01,2024-09-01,2024-10-12,2024-10-05
2024-10-25,0,2024-10-25,slowdown,slowdown,official,0.056320748786865216,-0.09922445213396389,0,1,1,1,0.6097507939153496,employment,-0.12383725123942338,-0.17607464694499192,none,absent,False,0.18522681603379892,0,slowdown,0.0,0.09122826272088458,0,0,4,,4,0,0.24999976744207678,0.10468483701906901,0.32758738276016625,0.35504404965336284,0.42241191956606416,0.5402708656871618,9.302316928077275e-07,2.4764040640727764e-07,5.0,0,6.0,0,8.0,0,5.0,0,0.0,1,2024-09-01,2024-08-01,2024-09-01,2024-07-01,2024-09-01,2024-10-19,2024-10-12
2024-11-01,0,2024-11-01,slowdown,slowdown,official,-0.015703319658374282,-0.24003794918984736,0,2,1,2,0.4497770110385097,employment,-0.11635135703686489,-0.20298398585755056,none,absent,False,0.6712792297150977,0,slowdown,0.3377742481212646,0.19378371540947467,0,0,4,,4,0,0.24615927744912722,0.05334738098457002,0.24106489981029638,0.13768655989073586,0.512774906799079,0.8089657896058335,9.159414974851245e-07,2.6951886050141893e-07,6.0,0,3.0,0,4.0,0,6.0,0,0.0,1,2024-10-01,2024-09-01,2024-09-01,2024-08-01,2024-09-01,2024-10-26,2024-10-19
2024-11-08,0,2024-11-08,slowdown,slowdown,official,-0.0014427391518017792,-0.20129018121046816,0,2,1,2,0.47926496067145113,employment,-0.045296394211113276,-0.011614775814384895,none,absent,False,0.6612507597483206,0,slowdown,0.27700397675370725,0.12517568580136654,0,0,4,,4,0,0.2467423612409587,0.05136324979175337,0.25742742068082614,0.14369285709108634,0.4958292999671036,0.804943616839407,9.181111115942649e-07,2.7627775338076655e-07,7.0,0,4.0,0,5.0,0,7.0,0,0.0,1,2024-10-01,2024-09-01,2024-09-01,2024-08-01,2024-09-01,2024-11-02,2024-10-26
2024-11-15,0,2024-11-15,slowdown,slowdown,official,-0.021427172433868897,-0.4165870386528324,0,3,0,3,0.44625710228999693,employment,0.008768312891731248,0.04812502592097969,none,absent,True,0.8590288665064778,0,slowdown,0.3534033626373617,0.26370225552443655,0,0,4,,4,0,0.18616266861101755,0.017970516146271313,0.17839890845073875,0.061500195305153604,0.6354375396521446,0.9205290618116314,8.832860992267722e-07,2.2673694373916373e-07,4.0,0,5.0,0,6.0,0,4.0,0,0.0,1,2024-10-01,2024-09-01,2024-10-01,2024-08-01,2024-10-01,2024-11-09,2024-11-02
2024-11-22,0,2024-11-22,slowdown,slowdown,official,-0.017036111338504002,-0.4223227812257373,0,3,0,3,0.43796697317940814,employment,0.030723618368555725,0.015531435633545306,none,absent,True,0.8597760799844619,0,slowdown,0.35224447500210165,0.2650946213384692,0,0,4,,4,0,0.1831182632735745,0.01769021267695047,0.17702008184416945,0.06126674110859505,0.6398607724085865,0.921042821093057,8.824736695329166e-07,2.2512139745558335e-07,5.0,0,6.0,0,7.0,0,5.0,0,0.0,1,2024-10-01,2024-09-01,2024-10-01,2024-08-01,2024-10-01,2024-11-16,2024-11-09
2024-11-29,0,2024-11-29,slowdown,slowdown,official,-0.03725503434542349,-0.19619424658946832,0,2,1,2,0.407997496265304,employment,0.023582833968502557,-0.03049138096386734,none,absent,False,0.6454250964891184,0,slowdown,0.29874306605052164,0.1344743530283728,0,0,4,,4,0,0.24682040532378344,0.05090482011071248,0.2596174968790159,0.1518349045805513,0.4935611793956925,0.7972600010696697,9.184015081815197e-07,2.742390666544738e-07,6.0,0,7.0,0,4.0,0,6.0,0,0.0,1,2024-10-01,2024-10-01,2024-10-01,2024-09-01,2024-10-01,2024-11-23,2024-11-16
2024-12-06,0,2024-12-06,slowdown,slowdown,official,-0.034241161467282545,-0.1426357820398149,0,2,1,2,0.4208891068304845,employment,0.016087340860768545,0.1257416954090234,none,absent,False,0.5890441728745388,0,slowdown,0.27321345661844487,0.09249551438282402,0,0,4,,4,0,0.24765786116778374,0.05597067629219811,0.28311821653126185,0.17749243526557107,0.4692230007833315,0.7665366081401099,9.21517622949893e-07,2.8030212095681975e-07,7.0,0,4.0,0,5.0,0,7.0,0,0.0,1,2024-11-01,2024-10-01,2024-10-01,2024-09-01,2024-10-01,2024-11-30,2024-11-23
2024-12-13,0,2024-12-13,slowdown,slowdown,official,-0.04571595364088904,-0.14471503036442718,0,2,1,2,0.4127966338000637,employment,-0.04128662000726392,0.11770778896071568,none,absent,False,0.5776333275053502,0,slowdown,0.2821194391474796,0.09823015811394505,0,0,4,,4,0,0.24762480385581334,0.05754844063134019,0.2821905609102064,0.18240897684825202,0.47018371383936125,0.7600423043536022,9.213946189983752e-07,2.7816680559114007e-07,8.0,0,5.0,0,6.0,0,8.0,0,0.0,1,2024-11-01,2024-10-01,2024-10-01,2024-09-01,2024-10-01,2024-12-07,2024-11-30
2024-12-20,0,2024-12-20,slowdown,slowdown,official,-0.060157642778790245,0.023621208009972992,0,2,2,2,0.3912411402987651,employment,-0.04501050987262972,0.19793791206461286,none,absent,False,0.2258065763751998,0,slowdown,0.24051127129925942,0.011835093624537553,0,0,4,,4,0,0.26326648434352745,0.09513433343126232,0.35377902055747185,0.3395294109751796,0.3829535793894898,0.5653359873503794,9.157095107600956e-07,2.682431788722411e-07,4.0,0,6.0,0,3.0,0,4.0,0,0.0,1,2024-11-01,2024-11-01,2024-11-01,2024-10-01,2024-11-01,2024-12-14,2024-12-07
2024-12-27,0,2024-12-27,slowdown,slowdown,official,-0.062289625784110216,0.015338850817076827,0,2,2,2,0.3882482070700309,employment,-0.05500373465483677,0.1575881371223322,none,absent,False,0.18650161297549933,0,slowdown,0.24198849214362161,0.012955097906438545,0,0,4,,4,0,0.263122773480118,0.10286511138144452,0.34994672753412503,0.3553165079761483,0.3869295837761102,0.5418181209516476,9.152096468873668e-07,2.596907594917921e-07,5.0,0,7.0,0,4.0,0,5.0,0,0.0,1,2024-11-01,2024-11-01,2024-11-01,2024-10-01,2024-11-01,2024-12-21,2024-12-14
2025-01-03,0,2025-01-03,slowdown,slowdown,official,-0.05519585781117035,-0.00427692334058194,0,2,2,2,0.39838854900091797,employment,-0.01867078218656162,0.06131596169194614,none,absent,False,0.18100328968031554,0,slowdown,0.2383363142714858,0.010198428171159733,0,0,4,,4,0,0.26278285686089436,0.10819232741944884,0.34088227647270397,0.35540206409388053,0.39633395263907356,0.5364053537741961,9.140273282118065e-07,2.5471247448425695e-07,6.0,0,8.0,0,5.0,0,6.0,0,0.0,1,2024-11-01,2024-11-01,2024-11-01,2024-10-01,2024-11-01,2024-12-28,2024-12-21
2025-01-10,0,2025-01-10,expansion,expansion,official,-0.03550115456025392,0.1443645671268433,0,1,2,1,0.38670940196977205,employment,0.07206712414016964,0.1843329299589568,none,absent,False,0.3604170602876495,0,expansion,0.0,0.003656626580210466,0,0,4,,4,0,0.262856902530832,0.13598636136673228,0.4359681720238667,0.6122152579922787,0.3011740111604231,0.2517981977046292,9.142848783681113e-07,1.8293635992517263e-07,7.0,0,4.0,0,6.0,0,7.0,0,0.0,1,2024-12-01,2024-11-01,2024-11-01,2024-10-01,2024-11-01,2025-01-04,2024-12-28
2025-01-17,0,2025-01-17,expansion,expansion,official,0.13212909010388316,0.4409241636241954,0,0,2,0,0.38763440702762525,employment,0.06973653457871495,0.11645052372933441,none,absent,True,0.6659908952287152,0,expansion,0.0,0.0,0,0,4,,4,0,0.28594887978279215,0.13759204497773175,0.5490225411943309,0.803582940206447,0.16502765462537958,0.058824912681475494,9.243974974079739e-07,1.0213434561360902e-07,4.0,0,5.0,0,7.0,0,4.0,0,0.0,1,2024-12-01,2024-11-01,2024-12-01,2024-10-01,2024-12-01,2025-01-11,2025-01-04
2025-01-24,0,2025-01-24,expansion,expansion,official,0.130285643019323,0.4375469137027513,0,0,2,0,0.39009286362141776,employment,0.06066546881927873,0.11168067040899723,none,absent,True,0.6575290654316767,0,expansion,0.0,0.0,0,0,4,,4,0,0.29003754845377355,0.14183005877910862,0.5447846223101479,0.7993591242107853,0.16517690507621666,0.058810713803752294,9.241598617957124e-07,1.0320635391501669e-07,5.0,0,6.0,0,8.0,0,5.0,0,0.0,1,2024-12-01,2024-11-01,2024-12-01,2024-10-01,2024-12-01,2025-01-18,2025-01-11
2025-01-31,0,2025-01-31,expansion,expansion,official,0.13314536694459791,0.3177976813596336,0,0,1,0,0.3938227022232255,employment,0.05995472434148948,0.13194244333628447,none,absent,False,0.6690089514740891,0,expansion,0.0,0.0,0,0,4,,4,0,0.25408114945383614,0.11952748009822146,0.5282439953469316,0.7885364315723106,0.2176739097810017,0.09193597556625697,9.45418230525902e-07,1.1276321097019073e-07,6.0,0,7.0,0,4.0,0,6.0,0,0.0,1,2024-12-01,2024-12-01,2024-12-01,2024-11-01,2024-12-01,2025-01-25,2025-01-18
2025-02-07,0,2025-02-07,expansion,expansion,official,0.09313808097275905,0.33637264794472166,0,0,1,0,0.35201751380894514,production,0.02140709659656179,0.16557471155076545,none,absent,False,0.6436677467399071,0,expansion,0.0,0.0,0,0,4,,4,0,0.26380342203345075,0.13089442103721108,0.5175772087611176,0.7745621677771182,0.21861838761130323,0.0945432881677909,9.81594128496561e-07,1.2301787989195813e-07,7.0,0,4.0,0,5.0,0,7.0,0,0.0,1,2025-01-01,2024-12-01,2024-12-01,2024-11-01,2024-12-01,2025-02-01,2025-01-25
2025-02-14,0,2025-02-14,expansion,expansion,official,0.07916042715173452,0.308363590445521,0,1,1,1,0.37170971655589297,production,0.026407781452549905,0.1885487299546343,none,absent,False,0.675994757371846,0,expansion,0.0,0.0,0,0,4,,4,0,0.23668616645096666,0.10682112637427608,0.5250416845236556,0.7845867578978448,0.23827120228071189,0.10859200052599881,9.467446658038666e-07,1.1520188024147251e-07,4.0,0,5.0,0,6.0,0,4.0,0,0.0,1,2025-01-01,2024-12-01,2025-01-01,2024-11-01,2025-01-01,2025-02-08,2025-02-01
2025-02-21,0,2025-02-21,expansion,expansion,official,0.081959896015331,0.3217307480871359,0,1,1,1,0.3694906275476167,production,0.038964071672064775,0.25544098112511393,none,absent,False,0.6835470558927628,0,expansion,0.0,0.0,0,0,4,,4,0,0.23668616645096666,0.10582682336572052,0.5306183685190867,0.7893738792584832,0.23269451828528073,0.10479918358372678,9.467446658038666e-07,1.1379206935828317e-07,5.0,0,6.0,0,7.0,0,5.0,0,0.0,1,2025-01-01,2024-12-01,2025-01-01,2024-11-01,2025-01-01,2025-02-15,2025-02-08
2025-02-28,0,2025-02-28,expansion,expansion,official,0.09682627502779881,0.451891410508036,0,0,2,0,0.40695631734510335,production,-0.03677516068224478,-0.05991697279628268,none,absent,True,0.6765370759438054,0,expansion,0.0,0.012839351313489147,0,0,4,,4,0,0.28732421312752665,0.134666547424725,0.5514967446411045,0.8112036233685304,0.1611781007547026,0.054129730672069776,9.414766661208711e-07,9.85346749526806e-08,6.0,0,7.0,0,4.0,0,6.0,0,0.0,1,2025-01-01,2025-01-01,2025-01-01,2024-12-01,2025-01-01,2025-02-22,2025-02-15
2025-03-07,0,2025-03-07,expansion,expansion,official,0.09181813599665636,0.30815377721780723,0,1,2,1,0.4159501155623267,production,-0.04089133313951429,-0.29452400567700693,none,absent,False,0.6640594510215754,0,expansion,0.0,0.0631122869307872,0,0,4,,4,0,0.2499997674420768,0.11996916251485523,0.5157974129126657,0.7840286135364306,0.23420188941356468,0.09600211404389518,9.302316928077276e-07,1.0990481906894976e-07,7.0,0,3.0,0,5.0,0,7.0,0,0.0,1,2025-02-01,2025-01-01,2025-01-01,2024-12-01,2025-01-01,2025-03-01,2025-02-22
2025-03-14,0,2025-03-14,expansion,expansion,official,0.08767005539275707,0.29265193429293346,0,1,2,1,0.4104326541022611,production,-0.06163173615901073,-0.372033220301376,none,absent,False,0.6542461563124644,0,expansion,0.0,0.07972140435029484,0,0,4,,4,0,0.24999976744207678,0.1201517389569112,0.5093529564338212,0.7743978952693756,0.24064634589240913,0.10545025125666868,9.302316928077275e-07,1.1451704449583308e-07,8.0,0,4.0,0,6.0,0,8.0,0,0.0,1,2025-02-01,2025-01-01,2025-01-01,2024-12-01,2025-01-01,2025-03-08,2025-03-01
2025-03-21,0,2025-03-21,expansion,expansion,official,0.14643845170214365,0.03556077956467685,0,2,2,2,0.5033655867764273,production,-0.0733647911198702,-0.3801771983446476,none,absent,False,0.21602326024521407,0,expansion,0.2321013914354155,0.0814665425024245,0,0,4,,4,0,0.2439089399714963,0.13057403193019157,0.38251905342374304,0.542724519123425,0.3735710990366119,0.32670125887821094,9.07568148731149e-07,1.9006817249691002e-07,4.0,0,5.0,0,7.0,0,4.0,0,0.0,1,2025-02-01,2025-01-01,2025-02-01,2024-12-01,2025-02-01,2025-03-15,2025-03-08
2025-03-28,0,2025-03-28,slowdown,slowdown,official,-0.00682153968503918,-0.34709713340935655,2,2,1,3,0.36583093194818234,production,-0.04477085186209695,-0.29487957338331205,none,absent,False,0.7779829203496722,0,slowdown,0.38536809648427317,0.27678398658379744,0,0,4,,4,0,0.2074132963963259,0.02934867606596202,0.21996586079787364,0.09633407636031924,0.5726199328427224,0.8743169967099914,9.099630781746727e-07,2.508637273757453e-07,5.0,0,6.0,0,3.0,0,5.0,0,0.0,1,2025-02-01,2025-02-01,2025-02-01,2025-01-01,2025-02-01,2025-03-22,2025-03-15
2025-04-04,0,2025-04-04,slowdown,slowdown,official,-0.0074880740652559325,-0.2756140083289966,2,1,1,2,0.36800837009269216,production,-0.03814039232688159,-0.1671365149877937,none,absent,False,0.6982548903670818,0,slowdown,0.03685914736965721,0.20564316211920156,0,0,4,,4,0,0.23668616645096666,0.04082361989405401,0.2522352398784638,0.13046060503362486,0.5110776469259037,0.8287154954007067,9.467446658038666e-07,2.796716145605732e-07,6.0,0,3.0,0,4.0,0,6.0,0,0.0,1,2025-03-01,2025-02-01,2025-02-01,2025-01-01,2025-02-01,2025-03-29,2025-03-22
2025-04-11,0,2025-04-11,slowdown,slowdown,official,-0.00729204780583372,-0.2776597799281239,2,1,1,2,0.3680745654713158,production,-0.036492397979475774,-0.17661935727936978,none,absent,False,0.6904904780558254,0,slowdown,0.03886697385615717,0.20887006823682255,0,0,4,,4,0,0.23668616645096666,0.04208986414242215,0.2513508131424327,0.13370968972980507,0.5119620736619348,0.8242001677856304,9.467446658038666e-07,2.7834214238009574e-07,7.0,0,4.0,0,5.0,0,7.0,0,0.0,1,2025-03-01,2025-02-01,2025-02-01,2025-01-01,2025-02-01,2025-04-05,2025-03-29
2025-04-18,0,2025-04-18,slowdown,slowdown,official,0.018605667160359704,-0.13663364416270413,1,1,1,2,0.35801773535665243,production,-0.019266815065760123,-0.12710057661010568,none,absent,False,0.47630107525612325,0,slowdown,0.0,0.10712348122970823,0,0,4,,4,0,0.2366861664509667,0.05979728707508132,0.315526544664712,0.2319506780471749,0.44778634213965546,0.7082517533032981,9.467446658038668e-07,2.815744456053451e-07,4.0,0,5.0,0,6.0,0,4.0,0,0.0,1,2025-03-01,2025-02-01,2025-03-01,2025-01-01,2025-03-01,2025-04-12,2025-04-05
